scan_id,Dice_ET,Dice_TC,Dice_WT,Hausdorff95_ET,Hausdorff95_TC,Hausdorff95_WT,Sensitivity_ET,Sensitivity_TC,Sensitivity_WT,Specificity_ET,Specificity_TC,Specificity_WT
00644,0.977535,0.9860389999999999,0.956211,1.0,1.0,2.236068,0.9775870000000001,0.9872639999999999,0.9418280000000001,0.9999530000000001,0.999957,0.9997969999999999
00647,0.9613889999999999,0.9903040000000001,0.961041,1.0,1.0,1.0,0.957203,0.98734,0.99339,0.999985,0.999994,0.999749
00662,0.9726030000000001,0.980856,0.9756739999999999,1.0,1.0,1.0,0.972274,0.989244,0.987992,0.999892,0.999841,0.999503
00671,0.91089,0.9490620000000001,0.9806239999999999,3.0,1.4142139999999999,1.0,0.842385,0.9173709999999999,0.989893,0.99998,0.9999549999999999,0.9997520000000001
00681,0.836134,0.897767,0.9057350000000001,1.4142139999999999,1.4142139999999999,1.7320509999999998,0.844419,0.904142,0.8887459999999999,0.999914,0.9999370000000001,0.9998969999999999
00699,0.8678450000000001,0.9383809999999999,0.933472,2.236068,2.8541630000000002,2.236068,0.802229,0.907847,0.8871870000000001,0.9998959999999999,0.9998959999999999,0.9999309999999999
00702,0.8920299999999999,0.96905,0.9257700000000001,1.0,1.7320509999999998,3.741657,0.867562,0.960224,0.913583,0.999667,0.9997860000000001,0.9992409999999999
00712,0.93048,0.986914,0.9667100000000001,1.0,1.0,1.4142139999999999,0.9063889999999999,0.97651,0.9432440000000001,0.9998950000000001,0.99998,0.99985
00719,0.901559,0.911042,0.8395950000000001,1.0,1.31066,5.099019999999999,0.83006,0.844485,0.9454520000000001,0.9999969999999999,0.9999969999999999,0.998618
00721,0.9515389999999999,0.968259,0.964562,1.0,1.0,1.0,0.9341200000000001,0.963958,0.953375,0.99997,0.99997,0.999748
00749,0.929271,0.978392,0.964197,1.0,1.0,1.4142139999999999,0.9000360000000001,0.969829,0.9448110000000001,0.999885,0.999933,0.9998090000000001
00762,0.725796,0.730118,0.8892709999999999,2.828427,2.828427,3.605551,0.709657,0.7202270000000001,0.810317,0.999957,0.9999549999999999,0.9999299999999999
00769,0.931765,0.955937,0.887325,1.0,1.0,2.44949,0.88,0.9206790000000001,0.811658,0.999994,0.9999959999999999,0.999957
00779,0.9724950000000001,0.9916659999999999,0.98131,1.0,1.0,1.0,0.9949870000000001,0.997218,0.983526,0.9999239999999999,0.999976,0.99989
00821,0.893122,0.9294370000000001,0.978193,4.123106,4.123106,1.4142139999999999,0.822558,0.8697459999999999,0.980187,0.999835,0.999983,0.999425
00822,0.9821059999999999,0.986072,0.9865079999999999,1.0,1.0,1.0,0.985728,0.9893360000000001,0.990499,0.9999389999999999,0.9999469999999999,0.999916
00825,0.976305,0.9824639999999999,0.986664,1.0,1.0,1.0,0.9600219999999999,0.9740690000000001,0.980599,0.999964,0.9999459999999999,0.999815
00826,0.976406,0.9849620000000001,0.963751,1.0,1.0,2.0,0.962357,0.982547,0.941579,0.9999450000000001,0.9999170000000001,0.9996860000000001
00829,0.816893,0.970333,0.989409,3.0,1.7320509999999998,1.0,0.705833,0.955609,0.984092,0.9998870000000001,0.9998389999999999,0.9999100000000001
00833,0.8790950000000001,0.8688530000000001,0.903173,1.4142139999999999,5.385165,4.582576,0.822032,0.779738,0.8345370000000001,0.999782,0.9998969999999999,0.9998600000000001
00997,0.8372200000000001,0.913134,0.8837459999999999,1.4142139999999999,2.0,6.324555,0.9699629999999999,0.889001,0.936198,0.9993879999999999,0.9998379999999999,0.997144
01006,0.811442,0.830061,0.8832270000000001,3.0,2.44949,2.44949,0.696684,0.714909,0.809096,0.999994,0.9999979999999999,0.999983
01667,0.889833,0.942522,0.9091290000000001,1.4142139999999999,2.44949,3.0,0.8987799999999999,0.9506899999999999,0.9544040000000001,0.999657,0.999749,0.9989129999999999
01668,0.8628100000000001,0.9307469999999999,0.9416,2.0,3.0,4.358899,0.872973,0.941896,0.965722,0.9996709999999999,0.99976,0.999082
01669,0.892803,0.9440299999999999,0.8834639999999999,2.0,2.0,3.316625,0.929685,0.95931,0.871986,0.9996440000000001,0.9997729999999999,0.999281
01670,0.8051699999999999,0.8523459999999999,0.892699,3.605551,6.708203999999999,8.485281,0.9477209999999999,0.969474,0.971558,0.9982200000000001,0.99835,0.9985219999999999
01671,0.80989,0.8310379999999999,0.8357600000000001,3.1622779999999997,2.236068,2.44949,0.701489,0.711821,0.8100890000000001,0.9999870000000001,0.999999,0.9997020000000001
01672,0.8297899999999999,0.8846860000000001,0.861368,2.828427,2.236068,3.1622779999999997,0.8023680000000001,0.829119,0.8334280000000001,0.9998870000000001,0.999956,0.9998
01673,0.8846290000000001,0.912745,0.752482,2.236068,1.4142139999999999,6.164414,0.873967,0.881592,0.66366,0.999934,0.999965,0.999872
01674,0.81374,0.8948659999999999,0.9107940000000001,2.44949,4.0,5.385165,0.870609,0.9545399999999999,0.867131,0.999339,0.9992850000000001,0.9995040000000001
01675,0.8917360000000001,0.964772,0.92785,2.236068,1.0,3.316625,0.938845,0.955728,0.890523,0.9996120000000001,0.9999180000000001,0.999541
01676,0.7702140000000001,0.794411,0.7650710000000001,3.0,3.1622779999999997,3.1622779999999997,0.703885,0.725183,0.6949569999999999,0.999949,0.9999549999999999,0.999927
01677,0.815199,0.934744,0.8594780000000001,1.4142139999999999,1.4142139999999999,6.480741,0.959369,0.993892,0.798193,0.999605,0.999661,0.998933
01678,0.932544,0.94073,0.8673489999999999,1.4142139999999999,1.4142139999999999,47.609348,0.990585,0.962915,0.801687,0.999733,0.999816,0.99929
01679,0.885767,0.9586120000000001,0.9259700000000001,1.0,1.0,2.236068,0.945508,0.9467479999999999,0.9851340000000001,0.999834,0.999959,0.9995379999999999
01680,0.8315889999999999,0.900784,0.889287,1.7320509999999998,1.7320509999999998,2.236068,0.821254,0.868834,0.91104,0.999851,0.999928,0.9992260000000001
01681,0.48599499999999995,0.940842,0.9133620000000001,3.316625,4.242641000000001,5.385165,0.8912100000000001,0.9563280000000001,0.902734,0.9962479999999999,0.999199,0.9987459999999999
01682,0.845194,0.9202290000000001,0.888661,1.0,1.0,3.316625,0.8483709999999999,0.9233950000000001,0.9823129999999999,0.999972,0.99998,0.99856
01683,0.793074,0.942628,0.935325,2.0,2.236068,2.0,0.712129,0.9049780000000001,0.9944799999999999,0.9998440000000001,0.999949,0.9982270000000001
01684,0.8946649999999999,0.9649,0.931392,1.0,1.4142139999999999,1.4142139999999999,0.873072,0.954788,0.9705239999999999,0.999727,0.9998520000000001,0.998654
01685,0.834527,0.953975,0.9213120000000001,2.0,1.4142139999999999,4.582576,0.9975299999999999,0.983059,0.899733,0.9986219999999999,0.9995299999999999,0.99892
01686,0.8553959999999999,0.9118620000000001,0.9271149999999999,1.0,1.0,2.236068,0.871884,0.914006,0.9419190000000001,0.999936,0.999948,0.9993489999999999
01687,0.474487,0.698973,0.609436,3.0,3.1622779999999997,7.681146000000001,0.501855,0.720172,0.542239,0.999815,0.9998670000000001,0.9996959999999999
01688,0.808365,0.855109,0.841575,1.7320509999999998,2.0,5.0,0.9687889999999999,0.772601,0.883133,0.999848,0.999978,0.997655
01689,0.4827,0.616694,0.8321780000000001,9.0,8.944272,4.242641000000001,0.342975,0.44708100000000006,0.7662899999999999,0.999869,0.9999870000000001,0.999633
01690,0.9012610000000001,0.9622370000000001,0.8991979999999999,1.4142139999999999,1.4142139999999999,6.78233,0.8898020000000001,0.956516,0.9267920000000001,0.999574,0.999748,0.997334
01691,0.787185,0.825466,0.657655,1.4142139999999999,5.830952,17.916473,0.8705709999999999,0.765163,0.502931,0.999682,0.9997959999999999,0.999763
01692,0.8616159999999999,0.947951,0.929939,1.4142139999999999,1.4142139999999999,2.236068,0.8693540000000001,0.9376180000000001,0.9026709999999999,0.999282,0.9997030000000001,0.999569
01693,0.9051790000000001,0.9581059999999999,0.944702,2.0,1.7320509999999998,3.4641019999999996,0.894173,0.960376,0.962242,0.99929,0.999498,0.998567
01694,0.15543900000000002,0.271868,0.281658,28.160256,28.930952,28.513154999999998,0.10678900000000001,0.188699,0.19615,0.9990370000000001,0.998617,0.997715
01695,0.9434049999999999,0.9521959999999999,0.950068,1.0,3.0,2.236068,0.917859,0.929467,0.911379,0.999783,0.999763,0.999849
01696,0.925091,0.9404620000000001,0.960059,1.4142139999999999,1.7320509999999998,2.0,0.90807,0.8978459999999999,0.9510219999999999,0.999662,0.9999170000000001,0.999341
01697,0.971756,0.940939,0.8801370000000001,3.0,1.0,3.0,0.970786,0.892151,0.9466760000000001,0.999983,0.9999969999999999,0.999576
01698,0.953111,0.9588110000000001,0.935792,1.0,1.0,1.7320509999999998,0.970957,0.975333,0.9948170000000001,0.999899,0.999906,0.999246
01699,0.849187,0.936617,0.945076,1.7320509999999998,2.44949,3.0,0.7940189999999999,0.903324,0.952707,0.9995209999999999,0.999782,0.998892
01700,0.955411,0.9767040000000001,0.955414,1.0,1.0,1.4142139999999999,0.959765,0.9758450000000001,0.939147,0.999749,0.9998290000000001,0.99972
01701,0.959734,0.9687180000000001,0.9194829999999999,1.0,1.0,2.236068,0.948823,0.949981,0.993719,0.999956,0.999974,0.9994719999999999
01702,0.9404959999999999,0.935467,0.8932379999999999,1.4142139999999999,1.7320509999999998,2.44949,0.905385,0.88381,0.994107,0.9999129999999999,0.999973,0.997749
01703,0.8958809999999999,0.856944,0.9309280000000001,3.0,5.0,3.1622779999999997,0.8351200000000001,0.766215,0.9345760000000001,0.9999319999999999,0.999934,0.9987370000000001
01704,0.844009,0.9483739999999999,0.9680639999999999,1.0,1.4142139999999999,1.4142139999999999,0.867858,0.931759,0.9506049999999999,0.9997959999999999,0.9998940000000001,0.9998889999999999
01705,0.8481129999999999,0.9208780000000001,0.95009,2.236068,3.316625,2.236068,0.779656,0.8948309999999999,0.965175,0.999603,0.999553,0.998401
01706,0.9012899999999999,0.9514440000000001,0.957253,1.4142139999999999,1.4142139999999999,1.4142139999999999,0.8620700000000001,0.9238219999999999,0.9243899999999999,0.9998360000000001,0.9999239999999999,0.9999120000000001
01707,0.814288,0.9304520000000001,0.935315,1.4142139999999999,2.0,3.0,0.810856,0.9088649999999999,0.928371,0.9996389999999999,0.9998459999999999,0.999634
01708,0.805085,0.909982,0.963448,2.236068,3.605551,1.4142139999999999,0.8339540000000001,0.9620110000000001,0.955641,0.999491,0.999468,0.999742
01709,0.9219940000000001,0.9581719999999999,0.967066,1.4142139999999999,1.4142139999999999,1.4142139999999999,0.878188,0.938958,0.945772,0.999915,0.9999170000000001,0.999928
01710,0.9286719999999999,0.958181,0.892575,1.0,1.4142139999999999,3.1622779999999997,0.962203,0.9367850000000001,0.807131,0.999843,0.999957,0.999983
01711,0.871584,0.960383,0.963217,3.741657,1.4142139999999999,1.7320509999999998,0.802806,0.9552620000000001,0.965152,0.99965,0.999663,0.9995299999999999
01712,0.709187,0.8617870000000001,0.793354,3.741657,3.1622779999999997,21.796785999999997,0.619679,0.8380040000000001,0.743926,0.9994059999999999,0.999426,0.997705
01713,0.89761,0.8869229999999999,0.95016,1.7320509999999998,2.0,1.4142139999999999,0.8226700000000001,0.803851,0.912583,0.999983,0.999983,0.999944
01714,0.899334,0.945148,0.884446,1.4142139999999999,1.4142139999999999,3.741657,0.854786,0.924018,0.9767379999999999,0.9996729999999999,0.999727,0.996865
01715,0.893158,0.778207,0.8824290000000001,2.0,47.177325,26.870058,0.8639190000000001,0.6627569999999999,0.8265290000000001,0.999771,0.999768,0.999491
01716,0.906868,0.9316989999999999,0.9691489999999999,2.236068,2.828427,1.0,0.834785,0.8765620000000001,0.9647049999999999,0.999964,0.999964,0.999697
01717,0.701294,0.8271639999999999,0.9318420000000001,2.44949,2.236068,2.828427,0.549014,0.715897,0.960147,0.999966,0.999965,0.9991760000000001
01718,1.0,0.857952,0.9405969999999999,0.0,4.358899,2.236068,1.0,0.764314,0.892775,1.0,0.9998889999999999,0.9999309999999999
01719,1.0,0.566778,0.8223450000000001,0.0,6.899029,5.385165,1.0,0.395458,0.778882,1.0,1.0,0.9991
01720,1.0,0.251135,0.9489059999999999,0.0,24.311501999999997,3.1622779999999997,1.0,0.143849,0.925567,1.0,0.9999950000000001,0.999872
01721,0.387329,0.797322,0.974693,4.277518,4.472136,1.0,0.30778,0.998922,0.9782129999999999,0.999972,0.999051,0.99984
01722,0.8437969999999999,0.731487,0.942775,1.4142139999999999,7.0710679999999995,1.7320509999999998,0.736196,0.606162,0.985089,0.999999,0.9998049999999999,0.9994040000000001
01723,0.791701,0.384324,0.771287,12.083046000000001,16.346249,5.744562999999999,0.7081569999999999,0.23792600000000003,0.741606,0.999872,0.999999,0.998526
01724,1.0,0.9204959999999999,0.946041,0.0,2.236068,1.4142139999999999,1.0,0.867134,0.91822,1.0,0.9999530000000001,0.9999180000000001
01725,0.8024180000000001,0.804487,0.970888,4.582576,7.2801100000000005,1.7320509999999998,0.704678,0.677916,0.959799,0.9999620000000001,0.9998799999999999,0.9996459999999999
01726,0.728852,0.89371,0.6423439999999999,3.4641019999999996,4.898979,38.288379,0.577234,0.842619,0.885375,0.999976,0.9997799999999999,0.992799
01727,1.0,0.9189860000000001,0.924761,0.0,4.242641000000001,4.242641000000001,1.0,0.861706,0.8692639999999999,1.0,0.9999,0.999886
01728,0.208166,0.781235,0.948788,11.486945,9.433981,2.0,0.12388800000000001,0.656903,0.9740200000000001,0.9999889999999999,0.999792,0.9990559999999999
01729,1.0,0.711886,0.9475709999999999,0.0,11.045361,2.828427,1.0,0.581117,0.908381,1.0,0.99885,0.9997360000000001
01730,0.714241,0.827744,0.8641479999999999,2.236068,2.236068,3.0,0.61256,0.721755,0.9666959999999999,0.999978,0.999994,0.99969
01731,0.0,0.947053,0.9525520000000001,373.128664,2.0,2.236068,0.0,0.9566370000000001,0.918085,1.0,0.999602,0.999893
01732,1.0,0.709002,0.908049,0.0,14.764823000000002,6.403124,1.0,0.55273,0.836716,1.0,0.999906,0.999825
01733,0.67978,0.799147,0.93214,7.0,11.090537,10.488088000000001,0.522454,0.677602,0.883279,0.9998,0.9996139999999999,0.9996299999999999
01734,0.9175700000000001,0.9467840000000001,0.864334,1.0,1.0,2.236068,0.898352,0.9311149999999999,0.8720829999999999,0.999976,0.999978,0.9998090000000001
01735,0.0,0.103379,0.882984,373.128664,18.627936,4.472136,0.0,0.056159,0.8865200000000001,1.0,0.999922,0.9989319999999999
01736,1.0,0.109498,0.9344110000000001,0.0,27.658633000000002,2.44949,1.0,0.057920000000000006,0.8825620000000001,1.0,1.0,0.999974
01737,0.0,0.11136700000000001,0.945058,373.128664,16.186414000000003,1.7320509999999998,0.0,0.058967,0.9184969999999999,1.0,1.0,0.999916
01738,1.0,0.298159,0.94339,0.0,17.09824,1.7320509999999998,1.0,0.17787,0.908909,1.0,0.999956,0.999909
01739,0.0,0.858499,0.952066,373.128664,3.0,1.4142139999999999,0.0,0.9138299999999999,0.9498270000000001,1.0,0.9997280000000001,0.999873
01740,0.008032,0.000699,0.899668,73.509863,45.808842,35.071356,0.005742000000000001,0.000354,0.9584600000000001,0.99995,0.9999469999999999,0.998691
01741,1.0,0.8384879999999999,0.9679110000000001,0.0,3.0,1.0,1.0,0.9805950000000001,0.9559280000000001,1.0,0.99965,0.9999129999999999
01742,1.0,0.0026149999999999997,0.9318629999999999,0.0,24.083189,1.7320509999999998,1.0,0.001309,0.880704,1.0,1.0,0.999972
01743,1.0,0.0,0.36223299999999997,0.0,373.128664,7.0,1.0,0.0,0.224347,1.0,1.0,0.9999950000000001
01744,1.0,0.8068420000000001,0.9749559999999999,0.0,6.522925,1.0,1.0,0.933159,0.988576,1.0,0.998334,0.999447
01745,0.8905280000000001,0.615738,0.948866,4.123106,9.949874000000001,1.7320509999999998,0.826477,0.44918500000000006,0.945544,0.999949,0.9999610000000001,0.999416
01746,0.757401,0.725779,0.9520799999999999,2.828427,16.401219,3.0,0.936609,0.5778,0.9477110000000001,0.9984360000000001,0.999718,0.9987729999999999
01747,1.0,0.0,0.954247,0.0,373.128664,1.4142139999999999,1.0,0.0,0.985876,1.0,1.0,0.999793
01748,0.735121,0.587707,0.960676,2.828427,13.114876999999998,2.236068,0.583226,0.41747700000000004,0.9663010000000001,0.999994,0.999964,0.999408
01749,0.450453,0.7127020000000001,0.9395680000000001,13.490738,15.684387,7.141427999999999,0.298666,0.556473,0.9091520000000001,0.999935,0.999875,0.9992030000000001
01750,0.0,0.7005319999999999,0.9281290000000001,373.128664,11.445523,4.472136,0.0,0.554591,0.8675780000000001,1.0,0.9994649999999999,0.9999379999999999
01751,0.750685,0.714183,0.8994709999999999,3.0,6.164414,2.236068,0.607542,0.5586300000000001,0.911183,0.999984,0.999983,0.999604
01752,0.32477399999999995,0.027401,0.764058,19.814113,36.352441,11.74734,0.193869,0.013890999999999999,0.631219,1.0,1.0,0.999697
01753,0.8959540000000001,0.9272790000000001,0.929951,2.828427,3.741657,4.582576,0.878985,0.939534,0.889525,0.9989709999999999,0.998704,0.999099
01754,0.365037,0.371502,0.871028,18.05547,23.108439999999998,10.86278,0.234589,0.228175,0.776514,0.9998969999999999,0.999992,0.9997469999999999
01755,0.805895,0.466521,0.856931,3.4641019999999996,13.038405000000001,4.472136,0.6823560000000001,0.304224,0.750883,0.9999889999999999,1.0,0.9999629999999999
